index,Name,Price (EGP),Rating,Reviews,Keyword
216,موبايل ريدمي 13C بشريحتين اتصال، ذاكرة رام 8 جيجا + ذاكرة تخزين داخلية 256 جيجا (6.74 بوصة) (شبكة الجيل الرابع 4G) - (أخضر كلوفر),6757.80,3.7,64,smartphones
217,سامسونج هاتف ذكي جالكسي اس 23 اف اي 5G ثنائي شرائح الاتصال بنظام اندرويد، ذاكرة رام 8 جيجا، ذاكرة روم 256 جيجا - لون كريمي,25950.00,4.0,290,smartphones
218,موبايل نوكيا c10 بشريحتين وذاكرة رام 2 جيجابايت وذاكرة تخزين 32 جيجابايت وشاشة 6.51 بوصة LCD بدقة +hd وكاميرا أمامية على شكل V ونظام اندرويد 11 وخاصية التعرف على الوجه ومستشعر تقارب، لون رمادي,,3.2,77,smartphones
219,موبايل سامسونج جالاكسي A35 شبكة الجيل الخامس 5G، نظام أندرويد، شريحتين اتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، اوسام ليلاك,14140.00,4.1,75,smartphones
220,موبايل ريدمي نوت 13 بشريحتين اتصال وذاكرة رام 8 جيجابايت وذاكرة ROM‏ 128 جيجابايت (6.67 بوصة) (شبكة الجيل الرابع 4G) (اسود ميدنايت),8999.00,4.2,51,smartphones
221,موبايل ريدمي 12 هايبرد بشريحتين اتصال وذاكرة Ram سعة 8 جيجابايت وذاكرة ROM سعة 256 جيجابايت (6.79 بوصة) (4G LTE) - (أزرق سماوي),7150.00,4.0,52,smartphones
222,هاتف ذكي ريدمي A3 بذاكرة RAM 3GB وذاكرة تخزين 64GB وشاشة 6.71 انش HD+ 90Hz وبطارية 5000mAh وشريحتين اتصال وكاميرا مزدوجة واتصال 4G لتجربة جوال قوية وانيقة، اسود,4333.00,3.5,26,smartphones
223,موبايل نوكيا g60 الجيل الخامس بشاشة 6.58 بوصة HD+ بتردد 120 هرتز بكاميرا خلفية بذكاء اصطناعي 50 ميجابكسل وكاميرا أمامية 8 ميجابكسل وذاكرة رام 6 جيجابايت وداخلية 128 جيجابايت - رمادي بشريحتين,8199.00,3.9,37,smartphones
224,اوبو هاتف ذكي A60 بسعة 256 جيجابايت وذاكرة 8 جيجابايت بنظام تشغيل اندرويد بلون ارجواني داكن 14.0 اصدار نظام تشغيل اندرويد، شحن فلاش سوبر بقدرة 45 واط,8490.00,3.3,5,smartphones
225,سامسونج جوال جالكسي ايه 55 الجيل الخامس 5G، هاتف ذكي يعمل بنظام اندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجا، تخزين 256 جيجا، ارجواني فاتح رائع - ضمان لمدة عام,19180.00,4.3,192,smartphones
226,موبايل سمارت سامسونج جالاكسي A55 الجيل الخامس 5G، نظام أندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، اوسام ايس بلو,19420.00,4.3,192,smartphones
227,موبايل ريدمي 13C بشريحتي اتصال وذاكرة رام 6 جيجابايت وذاكرة ROM مساحة 128 جيجا (6.74 بوصة) (شبكة الجيل الرابع 4G) - (لون جلايسر وايت)، أبيض,5999.00,3.7,64,smartphones
228,موبايل سامسونج جالاكسي A35 شبكة الجيل الخامس 5G، نظام أندرويد، شريحتين اتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، اوسام ليمون,14140.00,4.1,75,smartphones
229,ريدمي نوت 13 (ازرق ثلجي، ذاكرة رام 8 جيجا، تخزين 256 جيجا) - كاميرا ثلاثية فائقة الوضوح بدقة 108 ميجابكسلشاشة اموليد FHD+ 120 هرتزمشاهدة باطارات رفيعةتامين مستشعر بصمة الاصبع على الشاشة، بشريحتين,,4.2,64,smartphones
230,موبايل سامسونج جالاكسي A05 LTE بشريحتي اتصال، نظام تشغيل اندرويد، سعة تخزينية 128 جيجابايت، ذاكرة رام 6 جيجابايت، فضي,,3.6,45,smartphones
231,موبايل ريلمي نوت 50 ثنائي الشريحة - ذاكرة تخزين 128 جيجابايت + ذاكرة وصول عشوائي 4 جيجابايت (GSM فقط | بدون CDMA) هاتف ذكي 4G/LTE شبكة الجيل الرابع - مفتوح من المصنع - إصدار عالمي - أزرق سماوي,,4.0,33,smartphones
232,موبايل ريلمي نوت 50 بشريحتين اتصال بذاكرة ROM 64 جيجابايت وذاكرة رام 3 جيجابايت (GSM فقط - بدون CDMA) مفتوح من المصنع شبكة الجيل الرابع 4G/ LTE (لون أزرق سماوي) - إصدار دولي,,3.3,5,smartphones
233,جوال سامسونج جالكسي اس 24 الترا، هاتف ذكي بنظام اندرويد بالذكاء الاصطناعي، ذاكرة تخزين 256GB، ذاكرة RAM 12GB، كاميرا 200MP، قلم S، عمر بطارية طويل، رمادي تيتانيوم - ضمان محلي لمدة عام,,4.1,598,smartphones
234,موبايل ريدمي نوت 13 بشريحتين اتصال وذاكرة رام 6 جيجابايت وذاكرة ROM‏ 128 جيجابايت (6.67 بوصة) (شبكة الجيل الرابع 4G) (ازرق ايس),8399.00,4.2,51,smartphones
235,موبايل سامسونج جالاكس S24 الترا، موبايل ذكي بنظام اندرويد بالذكاء الإصطناعي، ذاكرة تخزين 256 جيجابايت، ذاكرة RAM 12 جيجابايت، كاميرا 200 ميجابيكسل، قلم S، عمر بطارية طويل - أصفر تيتانيوم، بشريحتين,48370.00,4.1,598,smartphones
236,موبايل بينكو Y11 رام 1 جيجابايت 32 جيجا بايت ازرق داكن شبكة الجيل الثالث 3G، بينكو واي 11، بشريحتين,1777.77,1.9,4,smartphones
237,جوال سامسونج جالكسي اس 24 الترا، هاتف ذكي بنظام اندرويد بالذكاء الاصطناعي، ذاكرة تخزين 256GB، ذاكرة RAM 12GB، كاميرا 200MP، قلم S، عمر بطارية طويل، اسود تيتانيوم - ضمان محلي لمدة عام,48799.00,4.1,598,smartphones
238,سامسونج هاتف ذكي جالكسي زد فولد 5 بنظام اندرويد، ذاكرة رام 12 جيجا، ذاكرة روم 256 جيجا، اسود فانتوم - ضمان لمدة عام، بشريحتين,56900.00,4.2,40,smartphones
239,موبايل نوكيا c10 بشريحتين اتصال، ذاكرة رام 2 جيجابايت، ذاكرة ROM سعة 32 جيجابايت - لون أرجواني فاتح,,3.3,29,smartphones
288,موبايل ذكي 8210 شبكة الجيل الرابع 4G وبشريحتين اتصال لوان رملي - ⭐⭐⭐⭐⭐TA-A14785، بشريحتين,1479.00,,,smartphones
289,جوال سامسونج جالكسي ايه 15 ثنائي شرائح الاتصال بذاكرة رام 4 جيجابايت وروم 128 جيجابايت (6.5 بوصة) (4G LTE) - (اصفر),6579.35,3.9,1315,smartphones
290,اونر X6a 4GB RAM 128GB 4G LTE سيان ليك,5055.00,4.2,38,smartphones
291,موبايل سمارت سامسونج جالاكسي A55 الجيل الخامس 5G، نظام أندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 128 جيجابايت، اوسام نيفي، كحلي,19888.00,4.4,123,smartphones
292,سامسونج هاتف ذكي جالكسي اس 24 بلس بنظام اندرويد وذاكرة تخزين 256GB وذاكرة RAM 12GB وكاميرا 50MP وشاشة اكبر وذاكرة RAM اسرع وعمر بطارية طويل - اسود اونيكس، بشريحتين,43650.00,4.3,39,smartphones
293,موبايل سامسونج جالاكسي A35 الجيل الخامس 5G، نظام أندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 128 جيجابايت، اوسام ايس بلو,13299.00,4.1,75,smartphones
294,موبايل سامسونج جالاكسي A05 LTE بشريحتي اتصال، نظام تشغيل اندرويد، سعة تخزينية 128 جيجابايت، ذاكرة رام 6 جيجابايت، أخضر فاتح,,3.6,45,smartphones
295,ريدمي 12C بشريحتين، مزود بذاكرة رام 3 جيجابايت، وذاكرة داخلية 32 جيجابايت، رمادي جرافيت,4267.21,3.9,66,smartphones
296,موبايل سمارت سامسونج جالاكسي A55 الجيل الخامس 5G، نظام أندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 128 جيجابايت، أخضر,17800.00,4.4,123,smartphones
297,سامسونج هاتف ذكي جالكسي زد فليب 5 بنظام اندرويد، ذاكرة رام 8 جيجابايت، ذاكرة روم 256 جيجابايت، ارجواني فاتح - ضمان لمدة عام، بشريحتين,32900.00,4.1,89,smartphones
298,سامسونج هاتف ذكي جالكسي زد فليب 5 بنظام اندرويد، ذاكرة رام 8 جيجا، ذاكرة روم 256 جيجا، اخضر فاتح - ضمان لمدة عام، بشريحتين,32900.00,4.1,89,smartphones
299,موبايل سامسونج جالاكسي S23 الترا، بذاكرة رام 12 جيجا، موبايل ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,40229.00,4.4,2422,smartphones
300,موبايل سامسونج جالاكسي A53 بشريحتي اتصال - ذاكرة داخلية 128 جيجابايت، رام 8 جيجابايت، شبكة الجيل الخامس 5G، اسود,12950.00,4.4,71,smartphones
301,جوال ريدمي 13C ثنائي شرائح الاتصال بذاكرة RAM 6GB وذاكرة روم 128GB وشاشة 6.74 انش واتصال 4G وكاميرا عالية الدقة وأداء فعال وتصميم انيق بلون اخضر كلوفر,5949.00,3.7,64,smartphones
302,موبايل سمارت سامسونج جالاكسي A55 الجيل الخامس 5G، نظام أندرويد، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، اوسام ليمون,19444.00,4.3,192,smartphones
303,موبايل سامسونج جالاكسي A15، شريحتين اتصال، ذاكرة رام سعة 4 جيحابايت، وذاكرة ROM سعة 128 جيجابايت (6.5 بوصة) (شبكة الجيل الرابع 4G LTE) - (أزرق فاتح),6555.00,3.9,1315,smartphones
304,اوبو هاتف ذكي A60 بسعة 256 جيجابايت وذاكرة 8 جيجابايت بنظام تشغيل اندرويد بلون ازرق ريبل 14.0، شحن فلاش سوبر بقدرة 45 واط,8899.00,,,smartphones
305,موبايل سامسونج جالاكسي M33، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجابايت، تخزين 128 جيجابايت، الجيل الخامس 5G، بني,10500.00,4.0,69,smartphones
306,موبايل ايتيل A70 رام 12جيجابايت مع ذاكرة ROM 256جيجابايت،كاميرا خلفية مزدوجة 13ميجابسكل وكاميرا أمامية 8ميجابكسل،بطارية 5000 مللي امبير في الساعة شحن نوع سي،معالج ثماني النواة،ذهبي، ايه 70، بشريحتين,,3.9,68,smartphones
307,موبايل سامسونج جالاكسي A25 شبكة الجيل الخامس 5G، بنظام اندرويد، بشريحتين اتصال، ذاكرة رام سعة 8 جيحا، وذاكرة تخزين 256 جيجا، لون أزرق فاتح,11000.00,3.7,50,smartphones
